domain,product_type,product_name,label,certainty,url,specs_text,matched_patterns
danawa,HDD,"Seagate SkyHawk AI 7200/256M (12TB, ST12000VE0008)",washing,high,https://prod.danawa.com/info/?pcode=9346494,"상품 상세 스펙 상품 상세 정보 제공 제조회사 Seagate 등록년월 2019년 08월 제품 분류 HDD (CCTV용) 디스크 크기 8.9cm(3.5인치) 디스크 용량 12TB 인터페이스 SATA3 (6Gb/s) 회전수 7,200RPM 버퍼 용량 메모리 256MB 전송 속도 250MB/s 기록방식 CMR(PMR) 디스크 수 플래터 8장 두께 26.1mm 부가기능 헬륨충전 ○ RV센서 ○ S.M.A.R.T 지원 ○ 내구성/소음 작업부하량 550 TB/Y 사용보증 150만시간 소음(유휴/탐색) 20/28dB A/S 정보 3년 ○ 데이터 복구 3년 ○ KC인증 적합성평가인증 R-REM-STX-STL006 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인",strict-negative: AI-workload-only; storage performs no AI inference; claim=ai
danawa,HDD,"Seagate SkyHawk AI 7200/256M (20TB, ST20000VE002)",washing,high,https://prod.danawa.com/info/?pcode=16741385,"상품 상세 스펙 상품 상세 정보 제공 제조회사 Seagate 등록년월 2022년 04월 제품 분류 HDD (CCTV용) 디스크 크기 8.9cm(3.5인치) 디스크 용량 20TB 인터페이스 SATA3 (6Gb/s) 회전수 7,200RPM 버퍼 용량 메모리 256MB 전송 속도 285MB/s 기록방식 CMR(PMR) 두께 26.1mm 부가기능 헬륨충전 ○ RV센서 ○ S.M.A.R.T 지원 ○ 내구성/소음 작업부하량 550 TB/Y 사용보증 250만시간 A/S 정보 5년 ○ 데이터 복구 3년 ○ KC인증 적합성평가인증 R-R-STX-STL020 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인",strict-negative: AI-workload-only; storage performs no AI inference; claim=ai
danawa,HDD,"Seagate SkyHawk AI 7200/256M (16TB, ST16000VE002)",washing,high,https://prod.danawa.com/info/?pcode=14979527,"상품 상세 스펙 상품 상세 정보 제공 제조회사 Seagate 등록년월 2021년 08월 제품 분류 HDD (CCTV용) 디스크 크기 8.9cm(3.5인치) 디스크 용량 16TB 인터페이스 SATA3 (6Gb/s) 회전수 7,200RPM 버퍼 용량 메모리 256MB 전송 속도 270MB/s 기록방식 CMR(PMR) 디스크 수 플래터 9장 두께 26.1mm 부가기능 헬륨충전 ○ RV센서 ○ S.M.A.R.T 지원 ○ 내구성/소음 작업부하량 550 TB/Y 사용보증 250만시간 소음(유휴/탐색) 20/28dB A/S 정보 5년 ○ 데이터 복구 3년 ○ KC인증 적합성평가인증 R-R-STX-STL020 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인",strict-negative: AI-workload-only; storage performs no AI inference; claim=ai
danawa,HDD,"Seagate SkyHawk AI 7200/256M (12TB, ST12000VE001)",washing,high,https://prod.danawa.com/info/?pcode=15965894,"상품 상세 스펙 상품 상세 정보 제공 제조회사 Seagate 등록년월 2021년 12월 제품 분류 HDD (CCTV용) 디스크 크기 8.9cm(3.5인치) 디스크 용량 12TB 인터페이스 SATA3 (6Gb/s) 회전수 7,200RPM 버퍼 용량 메모리 256MB 전송 속도 270MB/s 기록방식 CMR(PMR) 디스크 수 플래터 8장 두께 26.1mm 부가기능 헬륨충전 ○ RV센서 ○ S.M.A.R.T 지원 ○ 내구성/소음 작업부하량 550 TB/Y 사용보증 250만시간 A/S 정보 5년 ○ 데이터 복구 3년 ○ KC인증 적합성평가인증 R-R-STX-STL014 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인",strict-negative: AI-workload-only; storage performs no AI inference; claim=ai
danawa,TV,LG전자 울트라HD AI 65UA7500ENA (스탠드),genuine,high,https://prod.danawa.com/info/?pcode=92376488,상품 상세 스펙 상품 상세 정보 제공 제조회사 LG전자 (제조사 웹사이트 바로가기) 등록년월 2025년 05월 화면종류 LED TV 화면크기 65인치(163cm) 디스플레이 LED 해상도 4K UHD 주사율 60Hz 에너지효율 1등급 소비전력 165W 년형 2025년형 프로세서 알파7 4K AI Gen8 AI화질 AI장르맞춤화면 ○ 화질 4K업스케일링 ○ 장르맞춤화면 ○ 필름메이커모드 ○ HDR HDR10 ○ HLG ○ 게임 VRR(60Hz) ○ ALLM ○ HGIG ○ 게임모드 ○ 게임종류 지포스나우 ○ OS 웹OS 25 스마트 넷플릭스 ○ 유튜브 ○ 미러링 ○ AI스마트 AI음성인식 ○ AI스마트홈 ○ AI콘텐츠추천 ○ AI스마트도우미 ○ AI에너지절약모드 ○ 스피커 2.0채널 출력 20W AI사운드 AI공간인식사운드 ○ 사운드 블루투스오디오 ○ 사운드바동시출력 ○ HDMI/USB HDMI(전체) 2개 USB 1개 지원 HDMI2.0 ○ eARC ○ CEC ○ 네트워크 Wi-Fi ○ LAN ○ 블루투스 ○ 추가단자 옵티컬 ○ 부가 베사홀 300x200mm 크기(가로x세로x깊이) 1455x841(904)x68(269)mm 무게 16.5(16.7)kg 스탠드너비 1217mm LG TV 리모컨 일반 리모컨 KC인증 적합성평가인증 R-R-LGE-65UA7500GNA 인증번호 확인 안전확인인증 XU090496-24082 인증번호 확인,strong: AI processor; adaptive picture/sound features; claim=ai
danawa,TV,LG전자 올레드 evo AI OLED42C6KNA (스탠드),genuine,high,https://prod.danawa.com/info/?pcode=122641367,상품 상세 스펙 상품 상세 정보 제공 제조회사 LG전자 (제조사 웹사이트 바로가기) 등록년월 2026년 03월 화면종류 OLED TV 화면크기 42인치(105cm) 디스플레이 W-OLED 해상도 4K UHD 주사율 120Hz 디밍방식 픽셀디밍 에너지효율 3등급 소비전력 176W 년형 2026년형 프로세서 알파11 4K AI Gen3 AI화질 AI밝기조절 ○ AI모션감지 ○ AI명암비강화 ○ AI장르맞춤화면 ○ 화질 4K업스케일링 ○ 장르맞춤화면 ○ 모션보간(MEMC) ○ 필름메이커모드 ○ HDR 돌비비전 ○ HDR10 ○ HDR자동조절 ○ HLG ○ 톤매핑 ○ 색표현인증 컬러볼륨 100%이상 ○ DCI-P3 93%이상 ○ WCG ○ 시력보호기능 블루라이트차단 ○ 게임 HDMI2.1 ○ VRR(165Hz) ○ ALLM ○ HGIG ○ G-Sync Compatible ○ FreeSync ○ 게임모드 ○ 게임종류 지포스나우 ○ 플레이스테이션 ○ 엑스박스시리즈 ○ PC게임 ○ OS 웹OS 26 스마트 넷플릭스 ○ 유튜브 ○ 미러링 ○ AI스마트 AI음성인식 ○ AI스마트홈 ○ AI콘텐츠추천 ○ AI스마트도우미 ○ 스피커 2.0채널 출력 20W AI사운드 AI음성분리 ○ AI장르맞춤사운드 ○ AI공간인식사운드+ ○ 사운드 돌비애트모스 ○ 블루투스오디오 ○ 사운드바동시출력 ○ WiSA스피커 ○ HDMI/USB HDMI(전체) 4개 USB 2개 지원 eARC ○ CEC ○ QMS ○ 네트워크 Wi-Fi ○ LAN ○ 블루투스 ○ 추가단자 옵티컬 ○ 부가 베사홀 300x200mm 크기(가로x세로x깊이) 932x540(577)x41(170)mm 무게 9.8(10.1)kg 스탠드너비 718mm LG TV 리모컨 AI 매직 리모컨 KC인증 적합성평가인증 R-R-LGE-OLED42C6KNA 인증번호 확인 안전확인인증 XU090496-25107 인증번호 확인,strong: AI processor; adaptive picture/sound features; claim=ai
danawa,TV,삼성전자 네오QLED KQ75QNH70AFXKR (스탠드),genuine,high,https://prod.danawa.com/info/?pcode=122628833,상품 상세 스펙 상품 상세 정보 제공 제조회사 삼성전자 (제조사 웹사이트 바로가기) 등록년월 2026년 04월 화면종류 미니LED TV 화면크기 75인치(189cm) 디스플레이 네오QLED 해상도 4K UHD 주사율 60Hz 디밍방식 슈프림미니LED디밍 에너지효율 1등급 소비전력 260W 년형 2026년형 프로세서 NQ4 AI AI화질 AI밝기조절 ○ AI명암비강화 ○ AI장르맞춤화면 ○ 화질 4K업스케일링 ○ 장르맞춤화면 ○ 모션보간(MEMC) ○ 필름메이커모드 ○ HDR HDR10+ ○ 색표현인증 컬러볼륨 100%이상 ○ 팬톤인증 ○ 게임 HDMI2.1 ○ ALLM ○ HGIG ○ 휴싱크 ○ 게임모드 ○ DLG 120Hz OS 타이젠 스마트 넷플릭스 ○ 유튜브 ○ 미러링 ○ 지그비/매터 ○ TV노래방 ○ 펫케어 ○ AI스마트 AI음성인식 ○ AI스마트홈 ○ AI콘텐츠추천 ○ AI스마트도우미 ○ AI실시간번역 ○ AI오토게임모드 ○ AI에너지절약모드 ○ AI축구모드 ○ 스피커 2.0채널 출력 20W AI사운드 AI음성분리 ○ AI장르맞춤사운드 ○ AI공간인식사운드+ ○ 사운드 사운드바동시출력 ○ HDMI/USB HDMI(전체) 3개 USB 2개 지원 HDMI2.0 ○ eARC ○ CEC ○ 네트워크 Wi-Fi ○ LAN ○ 블루투스 ○ 부가 베사홀 400x400mm 크기(가로x세로x깊이) 1678x960(1018)x27(328)mm 무게 29.2(29.8)kg 스탠드너비 1253mm KC인증 적합성평가인증 R-R-SEC-KQ75QNH70 인증번호 확인 안전확인인증 XU090407-25327 인증번호 확인,strong: AI processor; adaptive picture/sound features; claim=ai
danawa,TV,삼성전자 Mini LED KU75MH75AFXKR (스탠드),genuine,high,https://prod.danawa.com/info/?pcode=122616528,상품 상세 스펙 상품 상세 정보 제공 제조회사 삼성전자 (제조사 웹사이트 바로가기) 등록년월 2026년 04월 화면종류 미니LED TV 화면크기 75인치(189cm) 해상도 4K UHD 주사율 60Hz 디밍방식 울티메이트미니LED디밍 에너지효율 1등급 소비전력 220W 년형 2026년형 프로세서 미니LED프로세서4K AI화질 AI밝기조절 ○ AI명암비강화 ○ AI장르맞춤화면 ○ 화질 4K업스케일링 ○ 장르맞춤화면 ○ 모션보간(MEMC) ○ 필름메이커모드 ○ HDR HDR10+ ○ 게임 ALLM ○ HGIG ○ OS 타이젠 스마트 넷플릭스 ○ 유튜브 ○ 미러링 ○ TV노래방 ○ AI스마트 AI음성인식 ○ AI스마트홈 ○ AI스마트도우미 ○ AI에너지절약모드 ○ 스피커 2.0채널 출력 20W AI사운드 AI장르맞춤사운드 ○ AI공간인식사운드 ○ 사운드 사운드바동시출력 ○ HDMI/USB HDMI(전체) 3개 USB 1개 지원 HDMI2.0 ○ eARC ○ CEC ○ 네트워크 Wi-Fi ○ LAN ○ 블루투스 ○ 부가 베사홀 400x300mm 크기(가로x세로x깊이) 1668x958(1008)x77(280)mm 무게 21.6(22.0)kg 스탠드너비 1250mm KC인증 적합성평가인증 R-R-SEC-KU75MH70A 인증번호 확인 안전확인인증 XU090407-25323 인증번호 확인,strong: AI processor; adaptive picture/sound features; claim=ai
danawa,TV,LG전자 올레드 evo AI OLED65G6KNA (스탠드),genuine,high,https://prod.danawa.com/info/?pcode=108406814,상품 상세 스펙 상품 상세 정보 제공 제조회사 LG전자 (제조사 웹사이트 바로가기) 등록년월 2026년 03월 화면종류 OLED TV 화면크기 65인치(163cm) 디스플레이 W-OLED 해상도 4K UHD 주사율 120Hz 디밍방식 픽셀디밍 에너지효율 4등급 소비전력 451W 년형 2026년형 프로세서 알파11 4K AI Gen3 AI화질 AI밝기조절 ○ AI모션감지 ○ AI명암비강화 ○ AI장르맞춤화면 ○ 화질 4K업스케일링 ○ 장르맞춤화면 ○ 모션보간(MEMC) ○ 필름메이커모드 ○ HDR 돌비비전 ○ HDR10 ○ HDR자동조절 ○ HLG ○ 톤매핑 ○ 색표현인증 컬러볼륨 100%이상 ○ DCI-P3 93%이상 ○ SRGB 100%이상 ○ WCG ○ 시력보호기능 화면반사방지 ○ 블루라이트차단 ○ 게임 HDMI2.1 ○ VRR(165Hz) ○ ALLM ○ HGIG ○ G-Sync Compatible ○ FreeSync ○ 게임모드 ○ 게임종류 지포스나우 ○ 플레이스테이션 ○ 엑스박스시리즈 ○ PC게임 ○ OS 웹OS 26 스마트 넷플릭스 ○ 유튜브 ○ 미러링 ○ AI스마트 AI음성인식 ○ AI스마트홈 ○ AI콘텐츠추천 ○ AI스마트도우미 ○ AI실시간번역 ○ AI에너지절약모드 ○ AI축구모드 ○ 스피커 4.2채널 출력 60W AI사운드 AI음성분리 ○ AI장르맞춤사운드 ○ AI공간인식사운드+ ○ 사운드 돌비애트모스 ○ 블루투스오디오 ○ 사운드바동시출력 ○ WiSA스피커 ○ HDMI/USB HDMI(전체) 4개 USB 3개 지원 eARC ○ CEC ○ QMS ○ 네트워크 Wi-Fi ○ LAN ○ 블루투스 ○ 추가단자 옵티컬 ○ 부가 베사홀 300x300mm 크기(가로x세로x깊이) 1441x826(865~910)x24(263)mm 무게 22.0(27.3)kg 스탠드너비 485mm LG TV 리모컨 AI 매직 리모컨 KC인증 적합성평가인증 R-R-LGE-OLED65G6KNA 인증번호 확인 안전확인인증 XU090496-25109 인증번호 확인,strong: AI processor; adaptive picture/sound features; claim=ai
danawa,TV,삼성전자 QLED KQ98QF7AAFXKR (스탠드),genuine,high,https://prod.danawa.com/info/?pcode=103452803,상품 상세 스펙 상품 상세 정보 제공 제조회사 삼성전자 (제조사 웹사이트 바로가기) 등록년월 2025년 12월 화면종류 QLED TV 화면크기 98인치(247cm) 디스플레이 QLED 해상도 4K UHD 주사율 120Hz 디밍방식 슈프림UHD디밍 소비전력 209W 년형 2025년형 프로세서 퀀텀4K AI화질 AI명암비강화 ○ AI장르맞춤화면 ○ 화질 4K업스케일링 ○ 장르맞춤화면 ○ 스마트캘리브레이션 ○ 필름메이커모드 ○ HDR HDR10+ ○ HDR자동조절 ○ 톤매핑 ○ 색표현인증 컬러볼륨 100%이상 ○ 팬톤인증 ○ 게임 ALLM ○ HGIG ○ FreeSync ○ 휴싱크 ○ 게임모드 ○ 게임종류 엑스박스클라우드 ○ 지포스나우 ○ OS 타이젠 스마트 넷플릭스 ○ 유튜브 ○ 미러링 ○ 지그비/매터 ○ AI스마트 AI음성인식 ○ AI스마트홈 ○ AI콘텐츠추천 ○ AI스마트도우미 ○ AI오토게임모드 ○ AI에너지절약모드 ○ 스피커 2.0채널 출력 20W AI사운드 AI장르맞춤사운드 ○ 사운드 블루투스오디오 ○ 사운드바동시출력 ○ HDMI(전체) 3개 USB 2개 지원 eARC ○ CEC ○ 네트워크 Wi-Fi ○ LAN ○ 블루투스 ○ 추가단자 옵티컬 ○ 부가 베사홀 600x400mm 크기(가로x세로x깊이) 2181x1244(1298)x64(402)mm 무게 52.2(53.8)kg 스탠드너비 1506mm KC인증 적합성평가인증 R-R-SEC-KQ98QF7AA 인증번호 확인 안전확인인증 XU090407-24288 인증번호 확인,strong: AI processor; adaptive picture/sound features; claim=ai
danawa,TV,하이센스 55Q7Q (스탠드),genuine,high,https://prod.danawa.com/info/?pcode=122667593,상품 상세 스펙 상품 상세 정보 제공 제조회사 하이센스 (제조사 웹사이트 바로가기) 등록년월 2026년 02월 화면종류 QLED TV 화면크기 55인치(139cm) 디스플레이 QLED 해상도 4K UHD 주사율 144Hz 명암비 3천800:1 밝기 350cd 에너지효율 4등급 소비전력 260W 년형 2026년형 프로세서 MT9618 AI화질 AI밝기조절 ○ AI모션감지 ○ AI명암비강화 ○ AI장르맞춤화면 ○ 화질 4K업스케일링 ○ 장르맞춤화면 ○ 모션보간(MEMC) ○ 필름메이커모드 ○ HDR 돌비비전IQ ○ 돌비비전 ○ HDR10+ ○ HDR10 ○ HLG ○ RAM 3GB ROM 32GB 게임 HDMI2.1 ○ VRR(144Hz) ○ ALLM ○ FreeSync ○ 게임모드 ○ 게임종류 플레이스테이션 ○ 엑스박스시리즈 ○ PC게임 ○ OS 안드로이드 12 스마트 넷플릭스 ○ 유튜브 ○ 미러링 ○ 구글TV ○ AI스마트 AI음성인식 ○ 스피커 2.0채널 출력 20W 사운드 돌비애트모스 ○ 블루투스오디오 ○ 사운드바동시출력 ○ HDMI/USB HDMI(전체) 3개 USB 2개 지원 HDMI2.0 ○ eARC ○ ARC ○ 네트워크 Wi-Fi ○ LAN ○ 블루투스 ○ 추가단자 헤드폰 ○ 부가 베사홀 200x400mm 크기(가로x세로x깊이) 1233x717(751)x80(298)mm 무게 10.8(15.8)kg 스탠드너비 976mm KC인증 적합성평가인증 R-R-hvT-55Q7Q 인증번호 확인 안전확인인증 ZU09340-25010 인증번호 확인,strong: AI processor; adaptive picture/sound features; claim=ai
danawa,TV,삼성전자 Mini LED KU43MH70AFXKR (스탠드),genuine,high,https://prod.danawa.com/info/?pcode=122628074,상품 상세 스펙 상품 상세 정보 제공 제조회사 삼성전자 (제조사 웹사이트 바로가기) 등록년월 2026년 04월 화면종류 미니LED TV 해상도 4K UHD 주사율 60Hz 에너지효율 1등급 소비전력 110W 년형 2026년형 프로세서 미니LED프로세서4K AI화질 AI밝기조절 ○ AI명암비강화 ○ AI장르맞춤화면 ○ 화질 4K업스케일링 ○ 장르맞춤화면 ○ 모션보간(MEMC) ○ 필름메이커모드 ○ HDR HDR10+ ○ 게임 ALLM ○ HGIG ○ OS 타이젠 스마트 넷플릭스 ○ 유튜브 ○ 미러링 ○ AI스마트 AI음성인식 ○ AI스마트홈 ○ AI스마트도우미 ○ AI에너지절약모드 ○ 스피커 2.0채널 출력 20W AI사운드 AI장르맞춤사운드 ○ AI공간인식사운드 ○ 사운드 사운드바동시출력 ○ HDMI/USB HDMI(전체) 3개 USB 1개 지원 HDMI2.0 ○ eARC ○ CEC ○ 네트워크 Wi-Fi ○ LAN ○ 블루투스 ○ KC인증 적합성평가인증 R-R-SEC-KU43MH70A 인증번호 확인 안전확인인증 XU090407-25317 인증번호 확인,strong: AI processor; adaptive picture/sound features; claim=ai
